link_stub,rank,title,lifetime_gross,year,actor_actress
/title/tt0099348/?ref_=bo_cso_table_46,246,Dances with Wolves,"$184,208,848",1990,Kevin Costner
/title/tt0112462/?ref_=bo_cso_table_47,247,Batman Forever,"$184,069,126",1995,Val Kilmer
/title/tt0106977/?ref_=bo_cso_table_48,248,The Fugitive,"$183,875,760",1993,Harrison Ford
/title/tt1663202/?ref_=bo_cso_table_49,249,The Revenant,"$183,637,894",2015,Leonardo DiCaprio
/title/tt0240772/?ref_=bo_cso_table_50,250,Ocean's Eleven,"$183,417,150",2001,George Clooney
/title/tt0462538/?ref_=bo_cso_table_51,251,The Simpsons Movie,"$183,135,014",2007,Dan Castellaneta
/title/tt0207201/?ref_=bo_cso_table_52,252,What Women Want,"$182,811,707",2000,Mel Gibson
/title/tt0177971/?ref_=bo_cso_table_53,253,The Perfect Storm,"$182,618,434",2000,George Clooney
/title/tt0443272/?ref_=bo_cso_table_54,254,Lincoln,"$182,207,973",2012,Daniel Day-Lewis
/title/tt0119528/?ref_=bo_cso_table_55,255,Liar Liar,"$181,410,615",1997,Jim Carrey
/title/tt0163025/?ref_=bo_cso_table_56,256,Jurassic Park III,"$181,171,875",2001,Sam Neill
/title/tt0800369/?ref_=bo_cso_table_57,257,Thor,"$181,030,624",2011,Chris Hemsworth
/title/tt0117060/?ref_=bo_cso_table_58,258,Mission: Impossible,"$180,981,856",1996,Tom Cruise
/title/tt0478970/?ref_=bo_cso_table_59,259,Ant-Man,"$180,202,163",2015,Paul Rudd
/title/tt0133152/?ref_=bo_cso_table_60,260,Planet of the Apes,"$180,011,740",2001,Mark Wahlberg
/title/tt0479952/?ref_=bo_cso_table_61,261,Madagascar: Escape 2 Africa,"$180,010,950",2008,Ben Stiller
/title/tt0458525/?ref_=bo_cso_table_62,262,X-Men Origins: Wolverine,"$179,883,157",2009,Hugh Jackman
/title/tt0087469/?ref_=bo_cso_table_63,263,Indiana Jones and the Temple of Doom,"$179,870,271",1984,Harrison Ford
/title/tt0092099/?ref_=bo_cso_table_64,264,Top Gun,"$179,800,601",1986,Tom Cruise
/title/tt0386588/?ref_=bo_cso_table_65,265,Hitch,"$179,495,555",2005,Will Smith
/title/tt1409024/?ref_=bo_cso_table_66,266,Men in Black 3,"$179,020,854",2012,Will Smith
/title/tt0100405/?ref_=bo_cso_table_67,267,Pretty Woman,"$178,406,268",1990,Richard Gere
/title/tt2224026/?ref_=bo_cso_table_68,268,Home,"$177,397,510",2015,Jim Parsons
/title/tt1078912/?ref_=bo_cso_table_69,269,Night at the Museum: Battle of the Smithsonian,"$177,243,721",2009,Ben Stiller
/title/tt0084805/?ref_=bo_cso_table_70,270,Tootsie,"$177,200,000",1982,Dustin Hoffman
/title/tt1646971/?ref_=bo_cso_table_71,271,How to Train Your Dragon 2,"$177,002,924",2014,Jay Baruchel
/title/tt1318514/?ref_=bo_cso_table_72,272,Rise of the Planet of the Apes,"$176,760,185",2011,James Franco
/title/tt0458339/?ref_=bo_cso_table_73,273,Captain America: The First Avenger,"$176,654,505",2011,Chris Evans
/title/tt0319343/?ref_=bo_cso_table_74,274,Elf,"$176,630,408",2003,Will Ferrell
/title/tt1155076/?ref_=bo_cso_table_75,275,The Karate Kid,"$176,591,618",2010,Jackie Chan
/title/tt0129387/?ref_=bo_cso_table_76,276,There's Something About Mary,"$176,484,651",1998,Cameron Diaz
/title/tt0268380/?ref_=bo_cso_table_77,277,Ice Age,"$176,387,405",2002,Denis Leary
/title/tt0372183/?ref_=bo_cso_table_78,278,The Bourne Supremacy,"$176,241,941",2004,Matt Damon
/title/tt5052448/?ref_=bo_cso_table_79,279,Get Out,"$176,040,665",2017,Daniel Kaluuya
/title/tt4116284/?ref_=bo_cso_table_80,280,The Lego Batman Movie,"$175,750,384",2017,Will Arnett
/title/tt6857112/?ref_=bo_cso_table_81,281,Us,"$175,084,580",2019,Lupita Nyong'o
/title/tt3874544/?ref_=bo_cso_table_82,282,The Boss Baby,"$175,003,033",2017,Alec Baldwin
/title/tt0090555/?ref_=bo_cso_table_83,283,Crocodile Dundee,"$174,803,506",1986,Paul Hogan
/title/tt3104988/?ref_=bo_cso_table_84,284,Crazy Rich Asians,"$174,532,921",2018,Constance Wu
/title/tt1485796/?ref_=bo_cso_table_85,285,The Greatest Showman,"$174,340,174",2017,Hugh Jackman
/title/tt6806448/?ref_=bo_cso_table_86,286,Fast & Furious Presents: Hobbs & Shaw,"$173,956,935",2019,Dwayne Johnson
/title/tt0112384/?ref_=bo_cso_table_87,287,Apollo 13,"$173,837,933",1995,Tom Hanks
/title/tt0104431/?ref_=bo_cso_table_88,288,Home Alone 2: Lost in New York,"$173,585,516",1992,Macaulay Culkin
/title/tt0368891/?ref_=bo_cso_table_89,289,National Treasure,"$173,008,894",2004,Nicolas Cage
/title/tt0118571/?ref_=bo_cso_table_90,290,Air Force One,"$172,956,409",1997,Harrison Ford
/title/tt0095953/?ref_=bo_cso_table_91,291,Rain Man,"$172,825,435",1988,Dustin Hoffman
/title/tt1790809/?ref_=bo_cso_table_92,292,Pirates of the Caribbean: Dead Men Tell No Tales,"$172,558,876",2017,Johnny Depp
/title/tt1104001/?ref_=bo_cso_table_93,293,TRON: Legacy,"$172,062,763",2010,Jeff Bridges
/title/tt5028340/?ref_=bo_cso_table_94,294,Mary Poppins Returns,"$171,958,438",2018,Emily Blunt
/title/tt0133093/?ref_=bo_cso_table_95,295,The Matrix,"$171,479,930",1999,Keanu Reeves
/title/tt1403865/?ref_=bo_cso_table_96,296,True Grit,"$171,243,005",2010,Jeff Bridges
/title/tt0120855/?ref_=bo_cso_table_97,297,Tarzan,"$171,091,819",1999,Tony Goldwyn
/title/tt6146586/?ref_=bo_cso_table_98,298,John Wick: Chapter 3 - Parabellum,"$171,015,687",2019,Keanu Reeves
/title/tt0268978/?ref_=bo_cso_table_99,299,A Beautiful Mind,"$170,742,341",2001,Russell Crowe
/title/tt0299658/?ref_=bo_cso_table_100,300,Chicago,"$170,687,518",2002,Renée Zellweger
/title/tt1454029/?ref_=bo_cso_table_101,301,The Help,"$169,708,112",2011,Emma Stone
/title/tt2510894/?ref_=bo_cso_table_102,302,Hotel Transylvania 2,"$169,700,110",2015,Adam Sandler
/title/tt4846340/?ref_=bo_cso_table_103,303,Hidden Figures,"$169,607,287",2016,Taraji P. Henson
/title/tt1478338/?ref_=bo_cso_table_104,304,Bridesmaids,"$169,106,725",2011,Kristen Wiig
/title/tt0830515/?ref_=bo_cso_table_105,305,Quantum of Solace,"$168,368,427",2008,Daniel Craig
/title/tt0486946/?ref_=bo_cso_table_106,306,Wild Hogs,"$168,273,550",2007,Tim Allen
/title/tt3731562/?ref_=bo_cso_table_107,307,Kong: Skull Island,"$168,052,812",2017,Tom Hiddleston
/title/tt0094137/?ref_=bo_cso_table_108,308,Three Men and a Baby,"$167,780,960",1987,Tom Selleck
/title/tt2267998/?ref_=bo_cso_table_109,309,Gone Girl,"$167,767,189",2014,Ben Affleck
/title/tt5220122/?ref_=bo_cso_table_110,310,Hotel Transylvania 3: Summer Vacation,"$167,510,016",2018,Adam Sandler
/title/tt0381061/?ref_=bo_cso_table_111,311,Casino Royale,"$167,445,960",2006,Daniel Craig
/title/tt0212338/?ref_=bo_cso_table_112,312,Meet the Parents,"$166,244,045",2000,Ben Stiller
/title/tt2322441/?ref_=bo_cso_table_113,313,Fifty Shades of Grey,"$166,167,230",2015,Dakota Johnson
/title/tt1190080/?ref_=bo_cso_table_114,314,2012,"$166,112,167",2009,John Cusack
/title/tt0102798/?ref_=bo_cso_table_115,315,Robin Hood: Prince of Thieves,"$165,493,908",1991,Kevin Costner
/title/tt8946378/?ref_=bo_cso_table_116,316,Knives Out,"$165,363,234",2019,Daniel Craig
/title/tt1302011/?ref_=bo_cso_table_117,317,Kung Fu Panda 2,"$165,249,063",2011,Jack Black
/title/tt0212985/?ref_=bo_cso_table_118,318,Hannibal,"$165,092,268",2001,Anthony Hopkins
/title/tt0264464/?ref_=bo_cso_table_119,319,Catch Me If You Can,"$164,615,351",2002,Leonardo DiCaprio
/title/tt1041829/?ref_=bo_cso_table_120,320,The Proposal,"$163,958,031",2009,Sandra Bullock
/title/tt0454921/?ref_=bo_cso_table_121,321,The Pursuit of Happyness,"$163,566,459",2006,Will Smith
/title/tt0142342/?ref_=bo_cso_table_122,322,Big Daddy,"$163,479,795",1999,Adam Sandler
/title/tt0800320/?ref_=bo_cso_table_123,323,Clash of the Titans,"$163,214,888",2010,Sam Worthington
/title/tt2279373/?ref_=bo_cso_table_124,324,The SpongeBob Movie: Sponge Out of Water,"$162,994,032",2015,Tom Kenny
/title/tt0103776/?ref_=bo_cso_table_125,325,Batman Returns,"$162,902,340",1992,Michael Keaton
/title/tt1853728/?ref_=bo_cso_table_126,326,Django Unchained,"$162,805,434",2012,Jamie Foxx
/title/tt0120623/?ref_=bo_cso_table_127,327,A Bug's Life,"$162,798,565",1998,Kevin Spacey
/title/tt4196776/?ref_=bo_cso_table_128,328,Jason Bourne,"$162,434,410",2016,Matt Damon
/title/tt1375670/?ref_=bo_cso_table_129,329,Grown Ups,"$162,001,186",2010,Adam Sandler
/title/tt0120484/?ref_=bo_cso_table_130,330,The Waterboy,"$161,491,646",1998,Adam Sandler
/title/tt1667889/?ref_=bo_cso_table_131,331,Ice Age: Continental Drift,"$161,321,843",2012,Ray Romano
/title/tt1398426/?ref_=bo_cso_table_132,332,Straight Outta Compton,"$161,197,785",2015,O'Shea Jackson Jr.
/title/tt0246460/?ref_=bo_cso_table_133,333,Die Another Day,"$160,942,139",2002,Pierce Brosnan
/title/tt0307453/?ref_=bo_cso_table_134,334,Shark Tale,"$160,861,908",2004,Will Smith
/title/tt2386490/?ref_=bo_cso_table_135,335,How to Train Your Dragon: The Hidden World,"$160,799,505",2019,Jay Baruchel
/title/tt2404463/?ref_=bo_cso_table_136,336,The Heat,"$159,582,188",2013,Sandra Bullock
/title/tt4123430/?ref_=bo_cso_table_137,337,Fantastic Beasts: The Crimes of Grindelwald,"$159,555,901",2018,Eddie Redmayne
/title/tt1502407/?ref_=bo_cso_table_138,338,Halloween,"$159,342,015",2018,Jamie Lee Curtis
/title/tt0059742/?ref_=bo_cso_table_139,339,The Sound of Music,"$159,287,539",1965,Julie Andrews
/title/tt8579674/?ref_=bo_cso_table_140,340,1917,"$159,227,644",2019,Dean-Charles Chapman
/title/tt5113040/?ref_=bo_cso_table_141,341,The Secret Life of Pets 2,"$158,874,395",2019,Patton Oswalt
/title/tt2660888/?ref_=bo_cso_table_142,342,Star Trek Beyond,"$158,848,340",2016,Chris Pine
/title/tt0106918/?ref_=bo_cso_table_143,343,The Firm,"$158,348,367",1993,Tom Cruise
/title/tt0398165/?ref_=bo_cso_table_144,344,The Longest Yard,"$158,119,460",2005,Adam Sandler
/title/tt0120903/?ref_=bo_cso_table_145,345,X-Men,"$157,299,718",2000,Patrick Stewart
/title/tt0175142/?ref_=bo_cso_table_146,346,Scary Movie,"$157,019,771",2000,Anna Faris
/title/tt0093010/?ref_=bo_cso_table_147,347,Fatal Attraction,"$156,645,693",1987,Michael Douglas
/title/tt0096438/?ref_=bo_cso_table_148,348,Who Framed Roger Rabbit,"$156,452,370",1988,Bob Hoskins
/title/tt0070735/?ref_=bo_cso_table_149,349,The Sting,"$156,000,000",1973,Paul Newman
/title/tt0161081/?ref_=bo_cso_table_150,350,What Lies Beneath,"$155,464,351",2000,Harrison Ford
/title/tt3385516/?ref_=bo_cso_table_151,351,X-Men: Apocalypse,"$155,442,489",2016,James McAvoy
/title/tt0120616/?ref_=bo_cso_table_152,352,The Mummy,"$155,385,488",1999,Brendan Fraser
/title/tt1735898/?ref_=bo_cso_table_153,353,Snow White and the Huntsman,"$155,332,381",2012,Kristen Stewart
/title/tt2126355/?ref_=bo_cso_table_154,354,San Andreas,"$155,190,832",2015,Dwayne Johnson
/title/tt1013752/?ref_=bo_cso_table_155,355,Fast & Furious,"$155,064,265",2009,Vin Diesel
/title/tt0327084/?ref_=bo_cso_table_156,356,Over the Hedge,"$155,019,340",2006,Bruce Willis
/title/tt0120667/?ref_=bo_cso_table_157,357,Fantastic Four,"$154,696,080",2005,Ioan Gruffudd
/title/tt0451079/?ref_=bo_cso_table_158,358,Horton Hears a Who!,"$154,529,439",2008,Jim Carrey
/title/tt1392190/?ref_=bo_cso_table_159,359,Mad Max: Fury Road,"$154,058,340",2015,Tom Hardy
/title/tt0116695/?ref_=bo_cso_table_160,360,Jerry Maguire,"$153,952,592",1996,Tom Cruise
/title/tt1679335/?ref_=bo_cso_table_161,361,Trolls,"$153,707,064",2016,Anna Kendrick
/title/tt0092644/?ref_=bo_cso_table_162,362,Beverly Hills Cop II,"$153,665,036",1987,Eddie Murphy
/title/tt0087363/?ref_=bo_cso_table_163,363,Gremlins,"$153,378,102",1984,Zach Galligan
/title/tt0267913/?ref_=bo_cso_table_164,364,Scooby-Doo,"$153,294,164",2002,Matthew Lillard
/title/tt3606752/?ref_=bo_cso_table_165,365,Cars 3,"$152,901,115",2017,Owen Wilson
/title/tt1000774/?ref_=bo_cso_table_166,366,Sex and the City,"$152,647,258",2008,Sarah Jessica Parker
/title/tt0163187/?ref_=bo_cso_table_167,367,Runaway Bride,"$152,257,509",1999,Julia Roberts
/title/tt3783958/?ref_=bo_cso_table_168,368,La La Land,"$151,101,803",2016,Ryan Gosling
/title/tt1840309/?ref_=bo_cso_table_169,369,Divergent,"$150,947,895",2014,Shailene Woodley
/title/tt0089880/?ref_=bo_cso_table_170,370,Rambo: First Blood Part II,"$150,415,432",1985,Sylvester Stallone
/title/tt1723121/?ref_=bo_cso_table_171,371,We're the Millers,"$150,394,119",2013,Jason Sudeikis
/title/tt0181852/?ref_=bo_cso_table_172,372,Terminator 3: Rise of the Machines,"$150,371,112",2003,Arnold Schwarzenegger
/title/tt1528854/?ref_=bo_cso_table_173,373,Daddy's Home,"$150,357,137",2015,Will Ferrell
/title/tt1046173/?ref_=bo_cso_table_174,374,G.I. Joe: The Rise of Cobra,"$150,201,498",2009,Dennis Quaid
/title/tt2004420/?ref_=bo_cso_table_175,375,Neighbors,"$150,157,400",2014,Seth Rogen
/title/tt1800241/?ref_=bo_cso_table_176,376,American Hustle,"$150,117,807",2013,Christian Bale
/title/tt0448694/?ref_=bo_cso_table_177,377,Puss in Boots,"$149,260,504",2011,Antonio Banderas
/title/tt3794354/?ref_=bo_cso_table_178,378,Sonic the Hedgehog,"$148,974,665",2020,Ben Schwartz
/title/tt1707386/?ref_=bo_cso_table_179,379,Les Misérables,"$148,809,770",2012,Hugh Jackman
/title/tt0478311/?ref_=bo_cso_table_180,380,Knocked Up,"$148,768,917",2007,Seth Rogen
/title/tt0119822/?ref_=bo_cso_table_181,381,As Good as It Gets,"$148,478,011",1997,Jack Nicholson
/title/tt0970866/?ref_=bo_cso_table_182,382,Little Fockers,"$148,438,600",2010,Ben Stiller
/title/tt1001526/?ref_=bo_cso_table_183,383,Megamind,"$148,415,853",2010,Will Ferrell
/title/tt0837562/?ref_=bo_cso_table_184,384,Hotel Transylvania,"$148,313,048",2012,Adam Sandler
/title/tt0415306/?ref_=bo_cso_table_185,385,Talladega Nights: The Ballad of Ricky Bobby,"$148,213,377",2006,Will Ferrell
/title/tt1205489/?ref_=bo_cso_table_186,386,Gran Torino,"$148,095,302",2008,Clint Eastwood
/title/tt0097733/?ref_=bo_cso_table_187,387,Lethal Weapon 2,"$147,253,986",1989,Mel Gibson
/title/tt3450958/?ref_=bo_cso_table_188,388,War for the Planet of the Apes,"$146,880,162",2017,Andy Serkis
/title/tt1270798/?ref_=bo_cso_table_189,389,X-Men: First Class,"$146,408,305",2011,James McAvoy
/title/tt1114740/?ref_=bo_cso_table_190,390,Paul Blart: Mall Cop,"$146,336,178",2009,Kevin James
/title/tt0111503/?ref_=bo_cso_table_191,391,True Lies,"$146,282,411",1994,Arnold Schwarzenegger
/title/tt0275847/?ref_=bo_cso_table_192,392,Lilo & Stitch,"$145,794,338",2002,Daveigh Chase
/title/tt0111070/?ref_=bo_cso_table_193,393,The Santa Clause,"$145,539,357",1994,Tim Allen
/title/tt4779682/?ref_=bo_cso_table_194,394,The Meg,"$145,443,742",2018,Jason Statham
/title/tt0252866/?ref_=bo_cso_table_195,395,American Pie 2,"$145,103,595",2001,Jason Biggs
/title/tt0936501/?ref_=bo_cso_table_196,396,Taken,"$145,000,989",2009,Liam Neeson
/title/tt0055254/?ref_=bo_cso_table_197,397,One Hundred and One Dalmatians,"$144,880,014",1961,Rod Taylor
/title/tt1343092/?ref_=bo_cso_table_198,398,The Great Gatsby,"$144,840,419",2013,Leonardo DiCaprio
/title/tt0343818/?ref_=bo_cso_table_199,399,"I, Robot","$144,801,023",2004,Will Smith
/title/tt0104714/?ref_=bo_cso_table_200,400,Lethal Weapon 3,"$144,731,527",1992,Mel Gibson
/title/tt0232500/?ref_=bo_cso_table_1,401,The Fast and the Furious,"$144,533,925",2001,Vin Diesel
/title/tt0795421/?ref_=bo_cso_table_2,402,Mamma Mia!,"$144,169,664",2008,Meryl Streep
/title/tt0118998/?ref_=bo_cso_table_3,403,Doctor Dolittle,"$144,156,605",1998,Eddie Murphy
/title/tt5884052/?ref_=bo_cso_table_4,404,Pokémon Detective Pikachu,"$144,105,346",2019,Ryan Reynolds
/title/tt1436562/?ref_=bo_cso_table_5,405,Rio,"$143,619,809",2011,Jesse Eisenberg
/title/tt2267968/?ref_=bo_cso_table_6,406,Kung Fu Panda 3,"$143,528,619",2016,Jack Black
/title/tt0467406/?ref_=bo_cso_table_7,407,Juno,"$143,495,265",2007,Elliot Page
/title/tt0822832/?ref_=bo_cso_table_8,408,Marley & Me,"$143,153,751",2008,Owen Wilson
/title/tt0472181/?ref_=bo_cso_table_9,409,The Smurfs,"$142,614,158",2011,Hank Azaria
/title/tt7131622/?ref_=bo_cso_table_10,410,Once Upon a Time... In Hollywood,"$142,502,728",2019,Leonardo DiCaprio
/title/tt0295701/?ref_=bo_cso_table_11,411,xXx,"$142,109,382",2002,Vin Diesel
/title/tt0061852/?ref_=bo_cso_table_12,412,The Jungle Book,"$141,843,612",1967,Phil Harris
/title/tt0499448/?ref_=bo_cso_table_13,413,The Chronicles of Narnia: Prince Caspian,"$141,621,490",2008,Ben Barnes
/title/tt0077975/?ref_=bo_cso_table_14,414,National Lampoon's Animal House,"$141,600,000",1978,John Belushi
/title/tt0114148/?ref_=bo_cso_table_15,415,Pocahontas,"$141,579,773",1995,Mel Gibson
/title/tt0104257/?ref_=bo_cso_table_16,416,A Few Good Men,"$141,340,178",1992,Tom Cruise
/title/tt1010048/?ref_=bo_cso_table_17,417,Slumdog Millionaire,"$141,319,928",2008,Dev Patel
/title/tt0120812/?ref_=bo_cso_table_18,418,Rush Hour,"$141,186,864",1998,Jackie Chan
/title/tt0185937/?ref_=bo_cso_table_19,419,The Blair Witch Project,"$140,539,099",1999,Heather Donahue
/title/tt0120647/?ref_=bo_cso_table_20,420,Deep Impact,"$140,464,664",1998,Robert Duvall
/title/tt0448115/?ref_=bo_cso_table_21,421,Shazam!,"$140,371,656",2019,Zachary Levi
/title/tt5164214/?ref_=bo_cso_table_22,422,Ocean's Eight,"$140,218,711",2018,Sandra Bullock
/title/tt0293564/?ref_=bo_cso_table_23,423,Rush Hour 3,"$140,125,968",2007,Jackie Chan
/title/tt0097778/?ref_=bo_cso_table_24,424,Look Who's Talking,"$140,088,813",1989,John Travolta
/title/tt0164912/?ref_=bo_cso_table_25,425,Stuart Little,"$140,035,367",1999,Michael J. Fox
/title/tt1397280/?ref_=bo_cso_table_26,426,Taken 2,"$139,854,287",2012,Liam Neeson
/title/tt0105417/?ref_=bo_cso_table_27,427,Sister Act,"$139,605,150",1992,Whoopi Goldberg
/title/tt0242653/?ref_=bo_cso_table_28,428,The Matrix Revolutions,"$139,313,948",2003,Keanu Reeves
/title/tt0304669/?ref_=bo_cso_table_29,429,The Santa Clause 2,"$139,236,327",2002,Tim Allen
/title/tt1504320/?ref_=bo_cso_table_30,430,The King's Speech,"$138,797,449",2010,Colin Firth
/title/tt0349205/?ref_=bo_cso_table_31,431,Cheaper by the Dozen,"$138,614,544",2003,Steve Martin
/title/tt0172156/?ref_=bo_cso_table_32,432,Bad Boys II,"$138,608,444",2003,Will Smith
/title/tt0091763/?ref_=bo_cso_table_33,433,Platoon,"$138,530,565",1986,Charlie Sheen
/title/tt1232829/?ref_=bo_cso_table_34,434,21 Jump Street,"$138,447,667",2012,Jonah Hill
/title/tt0119217/?ref_=bo_cso_table_35,435,Good Will Hunting,"$138,433,435",1997,Robin Williams
/title/tt4972582/?ref_=bo_cso_table_36,436,Split,"$138,291,365",2017,James McAvoy
/title/tt1067106/?ref_=bo_cso_table_37,437,A Christmas Carol,"$137,855,863",2009,Jim Carrey
/title/tt0130623/?ref_=bo_cso_table_38,438,Dinosaur,"$137,748,063",2000,D.B. Sweeney
/title/tt1677720/?ref_=bo_cso_table_39,439,Ready Player One,"$137,690,172",2018,Tye Sheridan
/title/tt1457767/?ref_=bo_cso_table_40,440,The Conjuring,"$137,400,141",2013,Patrick Wilson
/title/tt0389860/?ref_=bo_cso_table_41,441,Click,"$137,355,633",2006,Adam Sandler
/title/tt0120689/?ref_=bo_cso_table_42,442,The Green Mile,"$136,801,374",1999,Tom Hanks
/title/tt0117438/?ref_=bo_cso_table_43,443,Ransom,"$136,492,681",1996,Mel Gibson
/title/tt0120685/?ref_=bo_cso_table_44,444,Godzilla,"$136,314,294",1998,Matthew Broderick
/title/tt0115433/?ref_=bo_cso_table_45,445,101 Dalmatians,"$136,189,294",1996,Glenn Close
/title/tt1024648/?ref_=bo_cso_table_46,446,Argo,"$136,025,503",2012,Ben Affleck
/title/tt0305224/?ref_=bo_cso_table_47,447,Anger Management,"$135,645,823",2003,Jack Nicholson
/title/tt0371606/?ref_=bo_cso_table_48,448,Chicken Little,"$135,386,665",2005,Zach Braff
/title/tt0100758/?ref_=bo_cso_table_49,449,Teenage Mutant Ninja Turtles,"$135,265,915",1990,Judith Hoag
/title/tt0075860/?ref_=bo_cso_table_50,450,Close Encounters of the Third Kind,"$135,189,114",1977,Richard Dreyfuss
/title/tt0129290/?ref_=bo_cso_table_51,451,Patch Adams,"$135,026,902",1998,Robin Williams
/title/tt0068646/?ref_=bo_cso_table_52,452,The Godfather,"$134,966,411",1972,Marlon Brando
/title/tt1408253/?ref_=bo_cso_table_53,453,Ride Along,"$134,938,200",2014,Ice Cube
/title/tt0800080/?ref_=bo_cso_table_54,454,The Incredible Hulk,"$134,806,913",2008,Edward Norton
/title/tt0337978/?ref_=bo_cso_table_55,455,Live Free or Die Hard,"$134,529,403",2007,Bruce Willis
/title/tt0493464/?ref_=bo_cso_table_56,456,Wanted,"$134,508,551",2008,Angelina Jolie
/title/tt2024432/?ref_=bo_cso_table_57,457,Identity Thief,"$134,506,920",2013,Jason Bateman
/title/tt0078346/?ref_=bo_cso_table_58,458,Superman,"$134,451,603",1978,Christopher Reeve
/title/tt0117500/?ref_=bo_cso_table_59,459,The Rock,"$134,069,511",1996,Sean Connery
/title/tt0317919/?ref_=bo_cso_table_60,460,Mission: Impossible III,"$134,029,801",2006,Tom Cruise
/title/tt2191701/?ref_=bo_cso_table_61,461,Grown Ups 2,"$133,668,525",2013,Adam Sandler
/title/tt0332452/?ref_=bo_cso_table_62,462,Troy,"$133,378,256",2004,Brad Pitt
/title/tt0808151/?ref_=bo_cso_table_63,463,Angels & Demons,"$133,375,846",2009,Tom Hanks
/title/tt1615918/?ref_=bo_cso_table_64,464,Alvin and the Chipmunks: Chipwrecked,"$133,110,742",2011,Justin Long
/title/tt0305669/?ref_=bo_cso_table_65,465,Bringing Down the House,"$132,716,677",2003,Steve Martin
/title/tt1430132/?ref_=bo_cso_table_66,466,The Wolverine,"$132,556,852",2013,Hugh Jackman
/title/tt2543472/?ref_=bo_cso_table_67,467,Wonder,"$132,422,809",2017,Jacob Tremblay
/title/tt0407887/?ref_=bo_cso_table_68,468,The Departed,"$132,384,315",2006,Leonardo DiCaprio
/title/tt0286716/?ref_=bo_cso_table_69,469,Hulk,"$132,177,234",2003,Eric Bana
/title/tt1045658/?ref_=bo_cso_table_70,470,Silver Linings Playbook,"$132,092,958",2012,Bradley Cooper
/title/tt0181689/?ref_=bo_cso_table_71,471,Minority Report,"$132,072,926",2002,Tom Cruise
/title/tt0486576/?ref_=bo_cso_table_72,472,Fantastic 4: Rise of the Silver Surfer,"$131,921,738",2007,Ioan Gruffudd
/title/tt0938283/?ref_=bo_cso_table_73,473,The Last Airbender,"$131,772,187",2010,Noah Ringer
/title/tt2357291/?ref_=bo_cso_table_74,474,Rio 2,"$131,538,435",2014,Jesse Eisenberg
/title/tt0146316/?ref_=bo_cso_table_75,475,Lara Croft: Tomb Raider,"$131,168,070",2001,Angelina Jolie
/title/tt0102926/?ref_=bo_cso_table_76,476,The Silence of the Lambs,"$130,742,922",1991,Jodie Foster
/title/tt0097523/?ref_=bo_cso_table_77,477,"Honey, I Shrunk the Kids","$130,724,172",1989,Rick Moranis
/title/tt0109813/?ref_=bo_cso_table_78,478,The Flintstones,"$130,531,208",1994,John Goodman
/title/tt0122151/?ref_=bo_cso_table_79,479,Lethal Weapon 4,"$130,444,603",1998,Mel Gibson
/title/tt0425061/?ref_=bo_cso_table_80,480,Get Smart,"$130,319,208",2008,Steve Carell
/title/tt2908446/?ref_=bo_cso_table_81,481,The Divergent Series: Insurgent,"$130,179,072",2015,Shailene Woodley
/title/tt2452042/?ref_=bo_cso_table_82,482,The Peanuts Movie,"$130,178,411",2015,Noah Schnapp
/title/tt3371366/?ref_=bo_cso_table_83,483,Transformers: The Last Knight,"$130,168,683",2017,Mark Wahlberg
/title/tt0765429/?ref_=bo_cso_table_84,484,American Gangster,"$130,164,645",2007,Denzel Washington
/title/tt0169547/?ref_=bo_cso_table_85,485,American Beauty,"$130,096,601",1999,Kevin Spacey
/title/tt0084434/?ref_=bo_cso_table_86,486,An Officer and a Gentleman,"$129,795,554",1982,Richard Gere
/title/tt0298130/?ref_=bo_cso_table_87,487,The Ring,"$129,128,133",2002,Naomi Watts
/title/tt0117218/?ref_=bo_cso_table_88,488,The Nutty Professor,"$128,814,019",1996,Eddie Murphy
/title/tt0443453/?ref_=bo_cso_table_89,489,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,"$128,505,958",2006,Sacha Baron Cohen
/title/tt1289401/?ref_=bo_cso_table_90,490,Ghostbusters,"$128,350,574",2016,Melissa McCarthy
/title/tt2802144/?ref_=bo_cso_table_91,491,Kingsman: The Secret Service,"$128,261,724",2015,Colin Firth
/title/tt0358082/?ref_=bo_cso_table_92,492,Robots,"$128,200,012",2005,Ewan McGregor
/title/tt0094898/?ref_=bo_cso_table_93,493,Coming to America,"$128,152,301",1988,Eddie Murphy
/title/tt0190332/?ref_=bo_cso_table_94,494,"Crouching Tiger, Hidden Dragon","$128,078,872",2000,Chow Yun-Fat
/title/tt1130884/?ref_=bo_cso_table_95,495,Shutter Island,"$128,012,934",2010,Leonardo DiCaprio
/title/tt2180411/?ref_=bo_cso_table_96,496,Into the Woods,"$128,002,372",2014,Anna Kendrick
/title/tt0089927/?ref_=bo_cso_table_97,497,Rocky IV,"$127,873,716",1985,Sylvester Stallone
/title/tt0461770/?ref_=bo_cso_table_98,498,Enchanted,"$127,807,262",2007,Amy Adams
/title/tt0421715/?ref_=bo_cso_table_99,499,The Curious Case of Benjamin Button,"$127,509,326",2008,Brad Pitt
/title/tt1489889/?ref_=bo_cso_table_100,500,Central Intelligence,"$127,440,871",2016,Dwayne Johnson
/title/tt1229340/?ref_=bo_cso_table_101,501,Anchorman 2: The Legend Continues,"$127,352,707",2013,Will Ferrell
