link_stub,rank,title,lifetime_gross,year,actor_actress
/title/tt1631867/?ref_=bo_cso_table_159,759,Edge of Tomorrow,"$100,206,256",2014,Tom Cruise
/title/tt0116583/?ref_=bo_cso_table_160,760,The Hunchback of Notre Dame,"$100,138,851",1996,Demi Moore
/title/tt0114369/?ref_=bo_cso_table_161,761,Se7en,"$100,125,643",1995,Morgan Freeman
/title/tt0098067/?ref_=bo_cso_table_162,762,Parenthood,"$100,047,830",1989,Steve Martin
/title/tt0960144/?ref_=bo_cso_table_163,763,You Don't Mess with the Zohan,"$100,018,837",2008,Adam Sandler
/title/tt1355644/?ref_=bo_cso_table_164,764,Passengers,"$100,014,699",2016,Jennifer Lawrence
/title/tt0112864/?ref_=bo_cso_table_165,765,Die Hard with a Vengeance,"$100,012,499",1995,Bruce Willis
/title/tt0377981/?ref_=bo_cso_table_166,766,Gnomeo & Juliet,"$99,967,670",2011,James McAvoy
/title/tt4575576/?ref_=bo_cso_table_167,767,Christopher Robin,"$99,215,042",2018,Ewan McGregor
/title/tt0119282/?ref_=bo_cso_table_168,768,Hercules,"$99,112,101",1997,Tate Donovan
/title/tt2302755/?ref_=bo_cso_table_169,769,Olympus Has Fallen,"$98,925,640",2013,Gerard Butler
/title/tt0990407/?ref_=bo_cso_table_170,770,The Green Hornet,"$98,780,042",2011,Seth Rogen
/title/tt1279935/?ref_=bo_cso_table_171,771,Date Night,"$98,711,404",2010,Steve Carell
/title/tt0088939/?ref_=bo_cso_table_172,772,The Color Purple,"$98,467,863",1985,Danny Glover
/title/tt0396555/?ref_=bo_cso_table_173,773,Meet the Robinsons,"$97,822,171",2007,Daniel Hansen
/title/tt1068680/?ref_=bo_cso_table_174,774,Yes Man,"$97,690,976",2008,Jim Carrey
/title/tt1700841/?ref_=bo_cso_table_175,775,Sausage Party,"$97,685,686",2016,Seth Rogen
/title/tt0141369/?ref_=bo_cso_table_176,776,Inspector Gadget,"$97,403,112",1999,Matthew Broderick
/title/tt1152836/?ref_=bo_cso_table_177,777,Public Enemies,"$97,104,620",2009,Christian Bale
/title/tt1285016/?ref_=bo_cso_table_178,778,The Social Network,"$96,962,694",2010,Jesse Eisenberg
/title/tt0108052/?ref_=bo_cso_table_179,779,Schindler's List,"$96,898,818",1993,Liam Neeson
/title/tt6398184/?ref_=bo_cso_table_180,780,Downton Abbey,"$96,854,135",2019,Stephen Campbell Moore
/title/tt0230600/?ref_=bo_cso_table_181,781,The Others,"$96,522,687",2001,Nicole Kidman
/title/tt0250494/?ref_=bo_cso_table_182,782,Legally Blonde,"$96,520,674",2001,Reese Witherspoon
/title/tt0258000/?ref_=bo_cso_table_183,783,Panic Room,"$96,397,334",2002,Jodie Foster
/title/tt2066051/?ref_=bo_cso_table_184,784,Rocketman,"$96,368,160",2019,Taron Egerton
/title/tt0097165/?ref_=bo_cso_table_185,785,Dead Poets Society,"$95,860,116",1989,Robin Williams
/title/tt1790885/?ref_=bo_cso_table_186,786,Zero Dark Thirty,"$95,720,716",2012,Jessica Chastain
/title/tt0477051/?ref_=bo_cso_table_187,787,Norbit,"$95,673,607",2007,Eddie Murphy
/title/tt0159365/?ref_=bo_cso_table_188,788,Cold Mountain,"$95,636,509",2003,Jude Law
/title/tt0082031/?ref_=bo_cso_table_189,789,Arthur,"$95,461,682",1981,Dudley Moore
/title/tt1261945/?ref_=bo_cso_table_190,790,Sex and the City 2,"$95,347,692",2010,Sarah Jessica Parker
/title/tt0117038/?ref_=bo_cso_table_191,791,Michael,"$95,318,203",1996,John Travolta
/title/tt0368933/?ref_=bo_cso_table_192,792,The Princess Diaries 2: Royal Engagement,"$95,170,481",2004,Anne Hathaway
/title/tt0453562/?ref_=bo_cso_table_193,793,42,"$95,020,213",2013,Chadwick Boseman
/title/tt0217869/?ref_=bo_cso_table_194,794,Unbreakable,"$95,011,339",2000,Bruce Willis
/title/tt1037705/?ref_=bo_cso_table_195,795,The Book of Eli,"$94,835,059",2010,Denzel Washington
/title/tt0443649/?ref_=bo_cso_table_196,796,"10,000 BC","$94,784,201",2008,Camilla Belle
/title/tt1014775/?ref_=bo_cso_table_197,797,Beverly Hills Chihuahua,"$94,514,402",2008,Drew Barrymore
/title/tt0076666/?ref_=bo_cso_table_198,798,Saturday Night Fever,"$94,213,184",1977,John Travolta
/title/tt1135503/?ref_=bo_cso_table_199,799,Julie & Julia,"$94,125,426",2009,Amy Adams
/title/tt0120746/?ref_=bo_cso_table_200,800,The Mask of Zorro,"$94,095,523",1998,Antonio Banderas
/title/tt0252076/?ref_=bo_cso_table_1,801,Maid in Manhattan,"$94,011,225",2002,Jennifer Lopez
/title/tt1001508/?ref_=bo_cso_table_2,802,He's Just Not That Into You,"$93,953,653",2009,Ginnifer Goodwin
/title/tt0311113/?ref_=bo_cso_table_3,803,Master and Commander: The Far Side of the World,"$93,927,920",2003,Russell Crowe
/title/tt1907668/?ref_=bo_cso_table_4,804,Flight,"$93,772,375",2012,Denzel Washington
/title/tt0964517/?ref_=bo_cso_table_5,805,The Fighter,"$93,617,009",2010,Mark Wahlberg
/title/tt0265029/?ref_=bo_cso_table_6,806,America's Sweethearts,"$93,607,673",2001,Julia Roberts
/title/tt0048280/?ref_=bo_cso_table_7,807,Lady and the Tramp,"$93,602,326",1955,Barbara Luddy
/title/tt0825232/?ref_=bo_cso_table_8,808,The Bucket List,"$93,466,502",2007,Jack Nicholson
/title/tt1964418/?ref_=bo_cso_table_9,809,Tomorrowland,"$93,436,322",2015,George Clooney
/title/tt2404435/?ref_=bo_cso_table_10,810,The Magnificent Seven,"$93,432,655",2016,Denzel Washington
/title/tt0239395/?ref_=bo_cso_table_11,811,Cats & Dogs,"$93,385,515",2001,Alec Baldwin
/title/tt0290296/?ref_=bo_cso_table_12,812,Space Station 3D,"$93,383,953",2002,Tom Cruise
/title/tt0313737/?ref_=bo_cso_table_13,813,Two Weeks Notice,"$93,354,851",2002,Sandra Bullock
/title/tt0289765/?ref_=bo_cso_table_14,814,Red Dragon,"$93,149,898",2002,Anthony Hopkins
/title/tt0042332/?ref_=bo_cso_table_15,815,Cinderella,"$93,141,149",1950,Ilene Woods
/title/tt0098635/?ref_=bo_cso_table_16,816,When Harry Met Sally...,"$93,075,866",1989,Billy Crystal
/title/tt1535108/?ref_=bo_cso_table_17,817,Elysium,"$93,050,117",2013,Matt Damon
/title/tt5034838/?ref_=bo_cso_table_18,818,Godzilla vs. Kong,"$93,018,000",2021,Alexander Skarsgård
/title/tt0119137/?ref_=bo_cso_table_19,819,Flubber,"$92,977,226",1997,Robin Williams
/title/tt0085549/?ref_=bo_cso_table_20,820,Flashdance,"$92,921,203",1983,Jennifer Beals
/title/tt0840361/?ref_=bo_cso_table_21,821,The Town,"$92,186,262",2010,Ben Affleck
/title/tt2024469/?ref_=bo_cso_table_22,822,Non-Stop,"$92,168,600",2014,Liam Neeson
/title/tt0109446/?ref_=bo_cso_table_23,823,The Client,"$92,115,211",1994,Susan Sarandon
/title/tt1856101/?ref_=bo_cso_table_24,824,Blade Runner 2049,"$92,054,159",2017,Harrison Ford
/title/tt4425200/?ref_=bo_cso_table_25,825,John Wick: Chapter 2,"$92,029,184",2017,Keanu Reeves
/title/tt0117731/?ref_=bo_cso_table_26,826,Star Trek: First Contact,"$92,027,888",1996,Patrick Stewart
/title/tt1621045/?ref_=bo_cso_table_27,827,Think Like a Man,"$91,547,205",2012,Chris Brown
/title/tt0099938/?ref_=bo_cso_table_28,828,Kindergarten Cop,"$91,457,688",1990,Arnold Schwarzenegger
/title/tt1929263/?ref_=bo_cso_table_29,829,Heaven Is for Real,"$91,443,253",2014,Greg Kinnear
/title/tt0171363/?ref_=bo_cso_table_30,830,The Haunting,"$91,411,151",1999,Liam Neeson
/title/tt0112740/?ref_=bo_cso_table_31,831,Crimson Tide,"$91,387,195",1995,Gene Hackman
/title/tt0090685/?ref_=bo_cso_table_32,832,Back to School,"$91,258,000",1986,Rodney Dangerfield
/title/tt2869728/?ref_=bo_cso_table_33,833,Ride Along 2,"$91,221,830",2016,Ice Cube
/title/tt0120686/?ref_=bo_cso_table_34,834,Stepmom,"$91,137,662",1998,Julia Roberts
/title/tt2084970/?ref_=bo_cso_table_35,835,The Imitation Game,"$91,125,683",2014,Benedict Cumberbatch
/title/tt0087538/?ref_=bo_cso_table_36,836,The Karate Kid,"$91,077,276",1984,Ralph Macchio
/title/tt0206275/?ref_=bo_cso_table_37,837,Save the Last Dance,"$91,057,006",2001,Julia Stiles
/title/tt0277296/?ref_=bo_cso_table_38,838,The Scorpion King,"$91,047,077",2002,Dwayne Johnson
/title/tt0473075/?ref_=bo_cso_table_39,839,Prince of Persia: The Sands of Time,"$90,759,676",2010,Jake Gyllenhaal
/title/tt0120587/?ref_=bo_cso_table_40,840,Antz,"$90,757,863",1998,Woody Allen
/title/tt0362120/?ref_=bo_cso_table_41,841,Scary Movie 4,"$90,710,620",2006,Anna Faris
/title/tt0492956/?ref_=bo_cso_table_42,842,The Game Plan,"$90,648,202",2007,Dwayne Johnson
/title/tt0183505/?ref_=bo_cso_table_43,843,"Me, Myself & Irene","$90,570,999",2000,Jim Carrey
/title/tt0962726/?ref_=bo_cso_table_44,844,High School Musical 3: Senior Year,"$90,559,416",2008,Zac Efron
/title/tt1142800/?ref_=bo_cso_table_45,845,Madea Goes to Jail,"$90,508,336",2009,Tyler Perry
/title/tt0186566/?ref_=bo_cso_table_46,846,Space Cowboys,"$90,464,773",2000,Clint Eastwood
/title/tt0117705/?ref_=bo_cso_table_47,847,Space Jam,"$90,418,342",1996,Michael Jordan
/title/tt2561572/?ref_=bo_cso_table_48,848,Get Hard,"$90,411,453",2015,Will Ferrell
/title/tt0086465/?ref_=bo_cso_table_49,849,Trading Places,"$90,404,800",1983,Eddie Murphy
/title/tt1245526/?ref_=bo_cso_table_50,850,RED,"$90,380,162",2010,Bruce Willis
/title/tt1691917/?ref_=bo_cso_table_51,851,Planes,"$90,288,712",2013,Carlos Alazraqui
/title/tt0333780/?ref_=bo_cso_table_52,852,Legally Blonde 2,"$90,186,328",2003,Reese Witherspoon
/title/tt0327056/?ref_=bo_cso_table_53,853,Mystic River,"$90,135,191",2003,Sean Penn
/title/tt1340138/?ref_=bo_cso_table_54,854,Terminator Genisys,"$89,760,956",2015,Arnold Schwarzenegger
/title/tt0408790/?ref_=bo_cso_table_55,855,Flightplan,"$89,707,299",2005,Jodie Foster
/title/tt0120917/?ref_=bo_cso_table_56,856,The Emperor's New Groove,"$89,636,687",2000,David Spade
/title/tt0101862/?ref_=bo_cso_table_57,857,Father of the Bride,"$89,325,780",1991,Steve Martin
/title/tt1210819/?ref_=bo_cso_table_58,858,The Lone Ranger,"$89,302,115",2013,Johnny Depp
/title/tt2446042/?ref_=bo_cso_table_59,859,Taken 3,"$89,256,424",2015,Liam Neeson
/title/tt4160708/?ref_=bo_cso_table_60,860,Don't Breathe,"$89,217,875",2016,Stephen Lang
/title/tt0134084/?ref_=bo_cso_table_61,861,Scream 3,"$89,143,175",2000,David Arquette
/title/tt1483013/?ref_=bo_cso_table_62,862,Oblivion,"$89,107,235",2013,Tom Cruise
/title/tt1142988/?ref_=bo_cso_table_63,863,The Ugly Truth,"$88,915,214",2009,Katherine Heigl
/title/tt0814255/?ref_=bo_cso_table_64,864,Percy Jackson & the Olympians: The Lightning Thief,"$88,768,303",2010,Logan Lerman
/title/tt0427229/?ref_=bo_cso_table_65,865,Failure to Launch,"$88,715,192",2006,Matthew McConaughey
/title/tt1204342/?ref_=bo_cso_table_66,866,The Muppets,"$88,631,237",2011,Amy Adams
/title/tt0454848/?ref_=bo_cso_table_67,867,Inside Man,"$88,513,495",2006,Denzel Washington
/title/tt0099088/?ref_=bo_cso_table_68,868,Back to the Future Part III,"$88,277,583",1990,Michael J. Fox
/title/tt0114898/?ref_=bo_cso_table_69,869,Waterworld,"$88,246,220",1995,Kevin Costner
/title/tt0335438/?ref_=bo_cso_table_70,870,Starsky & Hutch,"$88,237,754",2004,Ben Stiller
/title/tt0343135/?ref_=bo_cso_table_71,871,Along Came Polly,"$88,097,164",2004,Ben Stiller
/title/tt0104389/?ref_=bo_cso_table_72,872,The Hand That Rocks the Cradle,"$88,036,683",1992,Annabella Sciorra
/title/tt0137494/?ref_=bo_cso_table_73,873,Entrapment,"$87,704,396",1999,Sean Connery
/title/tt0046183/?ref_=bo_cso_table_74,874,Peter Pan,"$87,404,651",1953,Bobby Driscoll
/title/tt0910936/?ref_=bo_cso_table_75,875,Pineapple Express,"$87,341,380",2008,Seth Rogen
/title/tt1935859/?ref_=bo_cso_table_76,876,Miss Peregrine's Home for Peculiar Children,"$87,242,834",2016,Eva Green
/title/tt0120661/?ref_=bo_cso_table_77,877,Everest,"$87,178,599",1998,Liam Neeson
/title/tt0089755/?ref_=bo_cso_table_78,878,Out of Africa,"$87,071,205",1985,Meryl Streep
/title/tt1850457/?ref_=bo_cso_table_79,879,Sisters,"$87,044,645",2015,Amy Poehler
/title/tt0432348/?ref_=bo_cso_table_80,880,Saw II,"$87,039,965",2005,Donnie Wahlberg
/title/tt0102510/?ref_=bo_cso_table_81,881,The Naked Gun 2½: The Smell of Fear,"$86,930,411",1991,Leslie Nielsen
/title/tt1790886/?ref_=bo_cso_table_82,882,The Campaign,"$86,907,746",2012,Will Ferrell
/title/tt0098621/?ref_=bo_cso_table_83,883,The War of the Roses,"$86,888,546",1989,Michael Douglas
/title/tt0078767/?ref_=bo_cso_table_84,884,The Amityville Horror,"$86,432,000",1979,James Brolin
/title/tt0100404/?ref_=bo_cso_table_85,885,Presumed Innocent,"$86,303,188",1990,Harrison Ford
/title/tt0072431/?ref_=bo_cso_table_86,886,Young Frankenstein,"$86,273,333",1974,Gene Wilder
/title/tt2140479/?ref_=bo_cso_table_87,887,The Accountant,"$86,260,045",2016,Ben Affleck
/title/tt2096672/?ref_=bo_cso_table_88,888,Dumb and Dumber To,"$86,208,010",2014,Jim Carrey
/title/tt4877122/?ref_=bo_cso_table_89,889,The Emoji Movie,"$86,089,513",2017,T.J. Miller
/title/tt0377092/?ref_=bo_cso_table_90,890,Mean Girls,"$86,058,055",2004,Lindsay Lohan
/title/tt1823664/?ref_=bo_cso_table_91,891,Annie,"$85,911,262",2014,Quvenzhané Wallis
/title/tt2974918/?ref_=bo_cso_table_92,892,Alvin and the Chipmunks: The Road Chip,"$85,886,987",2015,Jason Lee
/title/tt0287717/?ref_=bo_cso_table_93,893,Spy Kids 2: Island of Lost Dreams,"$85,846,429",2002,Alexa PenaVega
/title/tt0437086/?ref_=bo_cso_table_94,894,Alita: Battle Angel,"$85,838,210",2019,Rosa Salazar
/title/tt2713180/?ref_=bo_cso_table_95,895,Fury,"$85,817,906",2014,Brad Pitt
/title/tt0190641/?ref_=bo_cso_table_96,896,Pokémon: The First Movie - Mewtwo Strikes Back,"$85,744,662",1999,Veronica Taylor
/title/tt0433035/?ref_=bo_cso_table_97,897,Real Steel,"$85,468,508",2011,Hugh Jackman
/title/tt0345950/?ref_=bo_cso_table_98,898,The SpongeBob SquarePants Movie,"$85,417,988",2004,Tom Kenny
/title/tt3717490/?ref_=bo_cso_table_99,899,Power Rangers,"$85,364,450",2017,Dacre Montgomery
/title/tt0328880/?ref_=bo_cso_table_100,900,Brother Bear,"$85,336,277",2003,Joaquin Phoenix
/title/tt0083131/?ref_=bo_cso_table_101,901,Stripes,"$85,297,000",1981,Bill Murray
/title/tt0357413/?ref_=bo_cso_table_102,902,Anchorman: The Legend of Ron Burgundy,"$85,288,303",2004,Will Ferrell
/title/tt0077523/?ref_=bo_cso_table_103,903,Every Which Way but Loose,"$85,196,485",1978,Clint Eastwood
/title/tt0079817/?ref_=bo_cso_table_104,904,Rocky II,"$85,182,160",1979,Sylvester Stallone
/title/tt0090605/?ref_=bo_cso_table_105,905,Aliens,"$85,160,248",1986,Sigourney Weaver
/title/tt0400717/?ref_=bo_cso_table_106,906,Open Season,"$85,105,259",2006,Ashton Kutcher
/title/tt6966692/?ref_=bo_cso_table_107,907,Green Book,"$85,080,171",2018,Viggo Mortensen
/title/tt1764651/?ref_=bo_cso_table_108,908,The Expendables 2,"$85,028,192",2012,Sylvester Stallone
/title/tt0112792/?ref_=bo_cso_table_109,909,Dangerous Minds,"$84,919,401",1995,Michelle Pfeiffer
/title/tt1536044/?ref_=bo_cso_table_110,910,Paranormal Activity 2,"$84,752,907",2010,Katie Featherston
/title/tt0098384/?ref_=bo_cso_table_111,911,Steel Magnolias,"$84,614,512",1989,Shirley MacLaine
/title/tt0069113/?ref_=bo_cso_table_112,912,The Poseidon Adventure,"$84,563,118",1972,Gene Hackman
/title/tt2103254/?ref_=bo_cso_table_113,913,Tammy,"$84,525,432",2014,Melissa McCarthy
/title/tt0452681/?ref_=bo_cso_table_114,914,The Santa Clause 3: The Escape Clause,"$84,500,122",2006,Tim Allen
/title/tt3411444/?ref_=bo_cso_table_115,915,Ferdinand,"$84,410,380",2017,John Cena
/title/tt1570728/?ref_=bo_cso_table_116,916,"Crazy, Stupid, Love.","$84,351,197",2011,Steve Carell
/title/tt3322940/?ref_=bo_cso_table_117,917,Annabelle,"$84,273,813",2014,Ward Horton
/title/tt0032910/?ref_=bo_cso_table_118,918,Pinocchio,"$84,254,167",1940,Dickie Jones
/title/tt0331632/?ref_=bo_cso_table_119,919,Scooby-Doo 2: Monsters Unleashed,"$84,216,833",2004,Freddie Prinze Jr.
/title/tt7713068/?ref_=bo_cso_table_120,920,Birds of Prey,"$84,158,461",2020,Margot Robbie
/title/tt0230011/?ref_=bo_cso_table_121,921,Atlantis: The Lost Empire,"$84,056,472",2001,Michael J. Fox
/title/tt0106582/?ref_=bo_cso_table_122,922,Cliffhanger,"$84,049,211",1993,Sylvester Stallone
/title/tt2203939/?ref_=bo_cso_table_123,923,The Other Woman,"$83,911,193",2014,Cameron Diaz
/title/tt0120902/?ref_=bo_cso_table_124,924,The X Files,"$83,898,313",1998,David Duchovny
/title/tt1911658/?ref_=bo_cso_table_125,925,Penguins of Madagascar,"$83,850,911",2014,Tom McGrath
/title/tt0095016/?ref_=bo_cso_table_126,926,Die Hard,"$83,844,093",1988,Bruce Willis
/title/tt1193138/?ref_=bo_cso_table_127,927,Up in the Air,"$83,823,381",2009,George Clooney
/title/tt1646987/?ref_=bo_cso_table_128,928,Wrath of the Titans,"$83,670,083",2012,Sam Worthington
/title/tt2226417/?ref_=bo_cso_table_129,929,Insidious: Chapter 2,"$83,586,447",2013,Patrick Wilson
/title/tt0105690/?ref_=bo_cso_table_130,930,Under Siege,"$83,563,139",1992,Steven Seagal
/title/tt1217613/?ref_=bo_cso_table_131,931,Battle Los Angeles,"$83,552,429",2011,Aaron Eckhart
/title/tt1253864/?ref_=bo_cso_table_132,932,Immortals,"$83,504,017",2011,Henry Cavill
/title/tt6450186/?ref_=bo_cso_table_133,933,I Can Only Imagine,"$83,482,352",2018,J. Michael Finley
/title/tt0078788/?ref_=bo_cso_table_134,934,Apocalypse Now,"$83,471,511",1979,Martin Sheen
/title/tt0080339/?ref_=bo_cso_table_135,935,Airplane!,"$83,453,539",1980,Robert Hays
/title/tt0105112/?ref_=bo_cso_table_136,936,Patriot Games,"$83,351,587",1992,Harrison Ford
/title/tt2140373/?ref_=bo_cso_table_137,937,Saving Mr. Banks,"$83,301,580",2013,Emma Thompson
/title/tt6182908/?ref_=bo_cso_table_138,938,Smallfoot,"$83,240,103",2018,Channing Tatum
/title/tt6977338/?ref_=bo_cso_table_139,939,Good Boys,"$83,140,306",2019,Jacob Tremblay
/title/tt0985699/?ref_=bo_cso_table_140,940,Valkyrie,"$83,077,833",2008,Tom Cruise
/title/tt0388795/?ref_=bo_cso_table_141,941,Brokeback Mountain,"$83,043,761",2005,Jake Gyllenhaal
/title/tt1860353/?ref_=bo_cso_table_142,942,Turbo,"$83,028,128",2013,Ryan Reynolds
/title/tt0109635/?ref_=bo_cso_table_143,943,Disclosure,"$83,015,089",1994,Michael Douglas
/title/tt0413895/?ref_=bo_cso_table_144,944,Charlotte's Web,"$82,985,708",2006,Dakota Fanning
/title/tt0369735/?ref_=bo_cso_table_145,945,Monster-in-Law,"$82,931,301",2005,Jennifer Lopez
/title/tt0368578/?ref_=bo_cso_table_146,946,Are We There Yet?,"$82,674,398",2005,Ice Cube
/title/tt0099371/?ref_=bo_cso_table_147,947,Days of Thunder,"$82,670,733",1990,Tom Cruise
/title/tt0329101/?ref_=bo_cso_table_148,948,Freddy vs. Jason,"$82,622,655",2003,Robert Englund
/title/tt0079945/?ref_=bo_cso_table_149,949,Star Trek: The Motion Picture,"$82,604,699",1979,William Shatner
/title/tt1033575/?ref_=bo_cso_table_150,950,The Descendants,"$82,584,160",2011,George Clooney
/title/tt0452598/?ref_=bo_cso_table_151,951,Cheaper by the Dozen 2,"$82,571,173",2005,Steve Martin
/title/tt0113862/?ref_=bo_cso_table_152,952,Mr. Holland's Opus,"$82,569,971",1995,Richard Dreyfuss
/title/tt0103874/?ref_=bo_cso_table_153,953,Dracula,"$82,522,790",1992,Gary Oldman
/title/tt0101921/?ref_=bo_cso_table_154,954,Fried Green Tomatoes,"$82,418,501",1991,Kathy Bates
/title/tt1924435/?ref_=bo_cso_table_155,955,Let's Be Cops,"$82,390,774",2014,Jake Johnson
/title/tt0187738/?ref_=bo_cso_table_156,956,Blade II,"$82,348,319",2002,Wesley Snipes
/title/tt0442933/?ref_=bo_cso_table_157,957,Beowulf,"$82,280,579",2007,Ray Winstone
/title/tt0398808/?ref_=bo_cso_table_158,958,Bridge to Terabithia,"$82,272,442",2007,Josh Hutcherson
/title/tt0383216/?ref_=bo_cso_table_159,959,The Pink Panther,"$82,226,474",2006,Steve Martin
/title/tt3949660/?ref_=bo_cso_table_160,960,Teenage Mutant Ninja Turtles: Out of the Shadows,"$82,051,601",2016,Megan Fox
/title/tt6294822/?ref_=bo_cso_table_161,961,The Post,"$81,903,458",2017,Meryl Streep
/title/tt0078748/?ref_=bo_cso_table_162,962,Alien,"$81,900,459",1979,Sigourney Weaver
/title/tt0077766/?ref_=bo_cso_table_163,963,Jaws 2,"$81,766,007",1978,Roy Scheider
/title/tt4046784/?ref_=bo_cso_table_164,964,Maze Runner: The Scorch Trials,"$81,697,192",2015,Dylan O'Brien
/title/tt0077663/?ref_=bo_cso_table_165,965,Heaven Can Wait,"$81,640,278",1978,Warren Beatty
/title/tt0397313/?ref_=bo_cso_table_166,966,Eight Below,"$81,612,565",2006,Paul Walker
/title/tt0066026/?ref_=bo_cso_table_167,967,MASH,"$81,600,000",1970,Donald Sutherland
/title/tt0477080/?ref_=bo_cso_table_168,968,Unstoppable,"$81,562,942",2010,Denzel Washington
/title/tt0120784/?ref_=bo_cso_table_169,969,Payback,"$81,526,121",1999,Mel Gibson
/title/tt2637276/?ref_=bo_cso_table_170,970,Ted 2,"$81,476,385",2015,Mark Wahlberg
/title/tt0134119/?ref_=bo_cso_table_171,971,The Talented Mr. Ripley,"$81,298,265",1999,Matt Damon
/title/tt0332379/?ref_=bo_cso_table_172,972,School of Rock,"$81,261,177",2003,Jack Black
/title/tt0087928/?ref_=bo_cso_table_173,973,Police Academy,"$81,198,894",1984,Steve Guttenberg
/title/tt0281373/?ref_=bo_cso_table_174,974,Snow Dogs,"$81,172,560",2002,Cuba Gooding Jr.
/title/tt0478087/?ref_=bo_cso_table_175,975,21,"$81,159,365",2008,Jim Sturgess
/title/tt0114924/?ref_=bo_cso_table_176,976,While You Were Sleeping,"$81,057,016",1995,Sandra Bullock
/title/tt0112715/?ref_=bo_cso_table_177,977,Congo,"$81,022,101",1995,Laura Linney
/title/tt0332280/?ref_=bo_cso_table_178,978,The Notebook,"$81,001,787",2004,Gena Rowlands
/title/tt0268397/?ref_=bo_cso_table_179,979,Jimmy Neutron: Boy Genius,"$80,936,232",2001,Debi Derryberry
/title/tt0099044/?ref_=bo_cso_table_180,980,Another 48 Hrs.,"$80,818,974",1990,Eddie Murphy
/title/tt0093565/?ref_=bo_cso_table_181,981,Moonstruck,"$80,640,528",1987,Cher
/title/tt0879870/?ref_=bo_cso_table_182,982,Eat Pray Love,"$80,574,010",2010,Julia Roberts
/title/tt0324216/?ref_=bo_cso_table_183,983,The Texas Chainsaw Massacre,"$80,571,655",2003,Jessica Biel
/title/tt1222817/?ref_=bo_cso_table_184,984,Zookeeper,"$80,360,843",2011,Kevin James
/title/tt0370263/?ref_=bo_cso_table_185,985,Alien vs. Predator,"$80,282,231",2004,Sanaa Lathan
/title/tt1033643/?ref_=bo_cso_table_186,986,What Happens in Vegas,"$80,277,646",2008,Cameron Diaz
/title/tt0377818/?ref_=bo_cso_table_187,987,The Dukes of Hazzard,"$80,270,227",2005,Seann William Scott
/title/tt0120888/?ref_=bo_cso_table_188,988,The Wedding Singer,"$80,245,725",1998,Adam Sandler
/title/tt0489270/?ref_=bo_cso_table_189,989,Saw III,"$80,238,724",2006,Tobin Bell
/title/tt2345759/?ref_=bo_cso_table_190,990,The Mummy,"$80,227,895",2017,Tom Cruise
/title/tt0486822/?ref_=bo_cso_table_191,991,Disturbia,"$80,209,692",2007,Shia LaBeouf
/title/tt0457510/?ref_=bo_cso_table_192,992,Nacho Libre,"$80,197,993",2006,Jack Black
/title/tt0489099/?ref_=bo_cso_table_193,993,Jumper,"$80,172,128",2008,Hayden Christensen
/title/tt1051904/?ref_=bo_cso_table_194,994,Goosebumps,"$80,080,379",2015,Jack Black
/title/tt0790724/?ref_=bo_cso_table_195,995,Jack Reacher,"$80,070,736",2012,Tom Cruise
/title/tt1060277/?ref_=bo_cso_table_196,996,Cloverfield,"$80,048,433",2008,Mike Vogel
/title/tt0087277/?ref_=bo_cso_table_197,997,Footloose,"$80,035,402",1984,Kevin Bacon
/title/tt0989757/?ref_=bo_cso_table_198,998,Dear John,"$80,014,842",2010,Channing Tatum
/title/tt2283336/?ref_=bo_cso_table_199,999,Men in Black: International,"$80,001,807",2019,Chris Hemsworth
/title/tt0075265/?ref_=bo_cso_table_200,"1,000",A Star Is Born,"$80,000,000",1976,Barbra Streisand
